Emissor;CNPJ;Número de emissão;Serie;Codigo;Setor;Agente Fiduciário;Líder;Banco Mandatário;Incentivada|Lei 12.431;Volume;Data de emissão;Vencimento/Repactuação;Referência|NTN-B;Remuneração;Amortização;Espécie;Tipo de Debênture;Índice de correção
Energisa Mt;3467321000199;9;uni;CEMT19;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Sim;385000000;2018-09-15;2025-09-15;2024-08-15;Pagamento Semestral, nos dias 15-set e 15-mar. Primeiro em 15-jmar-2019;Pagamento anual. Primeiro em 15-set-2023 e última no vencimento;Quirografária;IPCA Spread;IPCA + 5,0797%
Energisa Mt;3467321000199;10;1;CEMTA1;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Itau Unibanco SA;Não;117500000;2019-06-10;2024-06-10;-;Pagamento Semestral. nos dias 10-jun e 10-dez. Primeiro em 10-dez-2019;Integral na data do vencimento;Quirografária;DI Spread;DI + 0,73%
Energisa Mt;3467321000199;10;2;CEMTE2;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Itau Unibanco SA;Não;32500000;2019-06-10;2029-06-10;-;Pagamento Semestral. nos dias 10-jun e 10-dez. Primeiro em 10-dez-2019;Pagamento anual, nos dias 10-Jun. Primeiro em 10-jun-2027 e última no vencimento;Quirografária;DI Spread;DI + 1,05%
Energisa Paraiba Dist e Energia S/A;9095183000140;4;uni;SAEL14;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Não;180000000;2018-02-15;2021-02-15;-;Pagamento semestral. nos dias 15-ago e 15-fev. Primeiro em 15-ago-2018 e última no vencimento;Integral na data do vencimento;Quirografária;DI Spread;DI + 1%
Energisa Paraiba Dist e Energia S/A;9095183000140;6;1;SAEL16;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Itau Unibanco SA;Não;72000000;2019-06-10;2024-06-10;2021-05-15;Pagamento Semestral. nos dias 10-jun e 10-dez. Primeiro em 10-dez-2019;Integral na data do vencimento;Quirografária;DI Spread;DI + 0,73%
Energisa Paraiba Dist e Energia S/A;9095183000140;6;2;SAEL26;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Itau Unibanco SA;Não;48000000;2019-06-10;2026-06-10;2021-05-15;Pagamento Semestral. nos dias 10-jun e 10-dez. Primeiro em 10-dez-2019;Integral na data do vencimento;Quirografária;DI Spread;DI + 0,83%
Energisa Sergipe Dist de Energia S/A;13017462000163;7;uni;ENSE17;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Itau Unibanco SA;Não;50000000;2019-06-10;2024-06-10;-;Pagamento Semestral, nos dias 10-dez e 10-jun. Primeiro em 10-dez-2019;Integral na data do vencimento;Quirografária;DI Spread;DI + 0,73%
Energisa Sul Sudeste Distr de Energia S/A;7282377000120;4;uni;EDVP14;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Sim;70000000;2018-09-15;2025-09-15;2024-08-15;Pagamento Semestral. Nos dias 15-mar e 15-set. Primeiro em 15-abr-2019;Pagamento anual. Primeiro em 15-mar-2023 e última no vencimento;Quirografária;IPCA Spread;IPCA + 5,0797%
Energisa Tocantins Dist de Energia SA;25086034000171;5;1;CTNS15;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Itau Unibanco SA;Não;237596000;2019-06-10;2024-06-10;-;Pagamento Semestral. nos dias 10-jun e 10-dez. Primeiro em 10-dez-2019;Integral na data do vencimento;Quirografária;DI Spread;DI + 0,95%
Energisa Tocantins Dist de Energia SA;25086034000171;5;2;CTNS25;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Itau Unibanco SA;Não;162404000;2019-06-10;2026-06-10;-;Pagamento Semestral, nos dias 10-dez e 10-jun. Primeiro em 10-dez-2019;Integral na data do vencimento;Quirografária;DI Spread;DI + 1,15%
Energisa Transmissão de Energia S/A;28201130000101;1;1;ETEN11;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Sim;75500000;2018-12-15;2025-12-15;2026-08-15;Pagamento semestral. nos dias 15-dez e 15-jun. Primeiro em 15-dez-2020 e última no vencimento;Integral na data do vencimento;Quirografária;IPCA Spread;IPCA  + 4,9238%
Energisa Transmissão de Energia S/A;28201130000101;1;2;ETEN21;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Sim;51462000;2018-12-15;2028-12-15;2026-08-15;Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-dez-2020;Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-dez-2026;Quirografária;IPCA Spread;IPCA + 5,1410%
Energisa Transmissão de Energia S/A;28201130000101;1;3;ETEN31;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Sim;123038000;2018-12-15;2025-12-15;2026-08-15;Pagamento anual. Primeiro em 15-Dez-2020 e última no vencimento;Integral na data do Vencimento;Quirografária;IPCA Spread;IPCA + 4,9761%
Enersul;15413826000150;8;uni;ESUL18;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;300000000;2017-09-15;2022-09-15;-;Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Mar-2018 e último no vencimento.;3 parcelas : 33,33% em 15-Set-2020, 33,33% em 15-Set-2021 e 33,34% em 15-Set-2022.;Quirografária;DI Percentual;107,5% do DI
Enersul;15413826000150;10;uni;ESULA0;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Não;150000000;2018-02-15;2021-02-15;-;Pagamento semestral. nos dias 15-ago e 15-fev. Primeiro em 15-ago-2018 e ultima no vencimento;Integral na data do vencimento;Quirografária;DI Spread;DI + 0,95%
Enersul;15413826000150;11;uni;ESULA1;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Sim;155000000;2018-09-15;2025-09-15;2024-08-15;Pagamento semestral. nos dias 15-mar e 13-set. Primeiro em 15-mar-2019 e última no vencimento;Pagamento anual. primeiro em 15-set-2023 e última no vencimento;Quirografária;IPCA Spread;IPCA + 5,0797%
Enersul;15413826000150;12;uni;ESULA2;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Itau Unibanco SA;Não;110000000;2019-06-10;2024-06-10;-;Pagamento Semestral. nos dias 10-jun e 10-dez. Primeiro em 10-dez-2019;Integral na data do vencimento;Quirografária;DI Spread;DI + 0,73%
Eneva;4423567000121;2;1;ENEV12;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;750000000;2019-05-15;2024-05-15;-;Pagamento semestral, nos dias 15-Mai e 15-Nov. Primeiro em 15-Nov-2019 e último no vencimento.;Integral na data do vencimento.;Quirografária;DI Spread;DI + 0,95%
Eneva;4423567000121;2;2;ENEV22;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;750000000;2019-05-15;2027-05-15;-;Pagamento semestral, nos dias 15-Mai e 15-Nov. Primeiro em 15-Nov-2019 e último no vencimento.;3 parcelas: 33,3333% em 15-Mai-2025, 16,6667% em 15-Mai-2026 e 50% no vencimento.;Quirografária;DI Spread;DI + 1,45%
Eneva;4423567000121;2;3;ENEV32;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Sim;500000000;2019-05-15;2029-05-15;2028-08-15;Pagamento semestral, nos dias 15-Mai e 15-Nov. Primeiro em 15-Nov-2019 e último no vencimento.;3 parcelas: 33,3333% em 15-Mai-2027, 16,6667% em 15-Mai-2028 e 50% no vencimento.;Quirografária;IPCA Spread;IPCA + 5,05%
Engie Brasil;2474103000119;5;uni;TBLE15;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Cv SA;Sim;165000000;2014-12-15;2024-12-15;2023-05-15;Pagamento anual, nos dias 15-Dez. Primeiro em 15-Dez-2015 e último no vencimento.;3 parcelas em 15-Dez-2022, 15-Dez-2023 e no vencimento.;Quirografária;IPCA Spread;IPCA + 6,3%
Engie Brasil;2474103000119;6;1;TBLE16;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco J Safra SA;Banco Citibank SA;Sim;246600000;2016-07-15;2023-07-15;2022-08-15;Pagamento anual, no dia 15-Jul. Primeiro em 15-Jul-2017 e último no vencimento.;3 parcelas: 33,3333% em 15-Jul-2021, 33,3333% em 15-Jul-2022 e 33,3334% no vencimento.;Quirografária;IPCA Spread;IPCA + 6,2621%
Engie Brasil;2474103000119;6;2;TBLE26;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco J Safra SA;Banco Citibank SA;Sim;353400000;2016-07-15;2026-07-15;2024-08-15;Pagamento anual, no dias 15-Jul. Primeiro em 15-Jul-2017 e último no vencimento.;3 parcelas anuais em 15-Jul-2024, 15-Jul-2025 e 15-Jul-2026.;Quirografária;IPCA Spread;IPCA + 6,2515%
Engie Brasil;2474103000119;7;1;EGIE17;Geração, transmissão e distribuição de energia elétrica;Simplific Pavarini DTVM Ltda;Banco Bradesco Bbi SA;Banco Bradesco SA;Sim;515353000;2018-07-15;2025-07-15;2024-08-15;Pagamento anual. nos dias 15-Jul. Primeiro em 15-Jul-2019 e última no vencimento;2 parcelas iguais. Em 15-jul-2024 e no vencimento;Quirografária;IPCA Spread;IPCA  + 5,6579%
Engie Brasil;2474103000119;7;2;EGIE27;Geração, transmissão e distribuição de energia elétrica;Simplific Pavarini DTVM Ltda;Banco Bradesco Bbi SA;Banco Bradesco SA;Sim;231257000;2018-07-15;2028-07-15;2026-08-15;Pagamento anual, nos dias 15-jul. Primeiro em 15-Jul-2019 e última no vencimento;Pagamento anual, nos dias 15-jul. Primeiro em 15-Jul-2026 e última no vencimento;Quirografária;IPCA Spread;IPCA  + 5,9033%
Engie Brasil;2474103000119;9;1;EGIE19;Geração, transmissão e distribuição de energia elétrica;Simplific Pavarini DTVM Ltda;Banco Santander Brasil SA;Banco Bradesco SA;Sim;576095000;2019-07-15;2026-07-15;2026-08-15;Pagamento anual, no dia 15-Jul. Primeiro em 15-Jul-2021 e último no vencimento.;2 parcelas iguais em 15-Jul-2025 e no vencimento.;Quirografária;IPCA Spread;IPCA + 3,70%
Engie Brasil;2474103000119;9;2;EGIE29;Geração, transmissão e distribuição de energia elétrica;Simplific Pavarini DTVM Ltda;Banco Santander Brasil SA;Banco Bradesco SA;Sim;539678000;2019-07-15;2029-07-15;2028-08-15;Pagamento anual, no dia 15-Jul. Primeiro em 15-Jul-2021 e último no vencimento.;3 parcelas: 33,3333% em 15-Jul-2027, 16,6667% em 15-Jul-2028 e 50% no vencimento.;Quirografária;IPCA Spread;IPCA  + 3,90%
Engie Brasil;2474103000119;9;3;EGIE39;Geração, transmissão e distribuição de energia elétrica;Simplific Pavarini DTVM Ltda;Banco Santander Brasil SA;Banco Bradesco SA;Sim;378827000;2019-07-15;2026-07-15;2026-08-15;Pagamento semestral, nos dias 15-Jan e 15-Jul. Primeiro em 15-Jul-2021 e último no vencimento.;2 parcelas iguais em 15-Jul-2025 e no vencimento.;Quirografária;IPCA Spread;IPCA + 3,60%
Engie Brasil;2474103000119;9;4;EGIE49;Geração, transmissão e distribuição de energia elétrica;Simplific Pavarini DTVM Ltda;Banco Santander Brasil SA;Banco Bradesco SA;Sim;105400000;2019-07-15;2029-07-15;2028-08-15;Pagamento semestral, nos dias 15-Jan e 15-Jul. Primeiro em 15-Jul-2021 e último no vencimento.;3 parcelas: 33,3333% em 15-Jul-2027, 16,6667% em 15-Jul-2028 e 50% no vencimento.;Quirografária;IPCA Spread;IPCA + 3,70%
Entrevias Concessionária de Rodov S/A;26664057000189;2;Uni;ENTV12;Atividades auxiliares ao transporte rodoviário;Vortx DTVM Ltda;Banco Itau BBA SA;Itau Unibanco SA;Sim;1000000000;2018-02-15;2030-12-15;2028-08-15;Pagamento anual, nos dias 15-dez. Primeiro em 15-dez-2018 e última no vencimento;Pagamento anual, nos dias 15-dez. Primeiro em 15-dez-2018 e última no vencimento;Garantia Real;IPCA Spread;IPCA + 7,75%
Eolica Serra Das Vacas Holding S/A;23441056000187;1;2;EOVC21;Geração, transmissão e distribuição de energia elétrica;Planner Trustee DTVM Ltda;Banco Itau BBA SA;Banco Bradesco SA;Sim;45000000;2016-06-15;2030-06-15;2026-08-15;Integral na data do vencimento;Pagamento semestral. nos dias 15-jun e 15-dez. Primeiro em 15-jun-2018 e última no vencimento;Garantia Real;IPCA Spread;IPCA + 8,5818%
Eqtl Maranhao;6272793000184;7;1;CEMA17;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Sim;155000000;2016-10-15;2021-10-15;2021-05-15;Pagamento anual, nos dias 15-Out. Primeiro em 15-Out-2017 e último no vencimento.;Integral na data do vencimento.;Quirografária;IPCA Spread;IPCA + 5,4795%
Eqtl Maranhao;6272793000184;7;2;CEMA27;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Sim;115000000;2016-10-15;2023-10-15;2023-05-15;Pagamento anual, nos dias 15-Out. Primeiro em 15-Out-2017 e último no vencimento.;Integral na data do vencimento.;Quirografária;IPCA Spread;IPCA + 5,5422%
Eqtl Maranhao;6272793000184;8;uni;CEMA18;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Santander Brasil SA;Banco Citibank SA;Não;500000000;2017-09-15;2022-09-15;-;Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Mar-2018 e último no vencimento.;Integral na data do vencimento.;Quirografária;DI Percentual;107% do DI
Eqtl Para;4895728000180;3;1;CLPP13;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Sim;199069000;2016-12-15;2021-12-15;2021-05-15;5 parcelas anuais, primeira em 15/12/2017;Integral na data do vencimento.;Garantia Fidejussória;IPCA Spread;IPCA + 6,6971%
Eqtl Para;4895728000180;3;2;CLPP23;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Sim;100931000;2016-12-15;2023-12-15;2023-05-15;Pagamento anual. Primeiro em 15/12/2017;Pagamento na data do vencimento.;Garantia Fidejussória;IPCA Spread;IPCA + 6,8702%
Eqtl Para;4895728000180;5;1;CELP15;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;543033000;2018-04-25;2023-04-25;-;Pagamento semestral, nos dias 25-out e 25-abr. Primeiro em 25-out-2018 e última no vencimento;Integral na data do vencimento;Quirografária;DI Spread;DI + 1,1%
Eqtl Para;4895728000180;5;2;CELP25;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;456967000;2018-04-25;2023-04-25;-;Pagamento semestral, nos dias 25-out e 25-abr. Primeiro em 25-out-2018 e última no vencimento;Integral na data do vencimento;Quirografária;DI Spread;DI + 1,3%
Equatorial;3220438000173;3;uni;EQTL13;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;448400000;2018-10-01;2024-10-01;-;Pagamento Semestral. nos dias 01-Abr e 01-Out. primeiro em 01-Abr-2019;Integral na data do Vencimento;Subordinada;DI Spread;DI+1,30%
Equatorial Transmissora 2 Spe S/A;26845497000132;1;uni;EQTN11;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;XP Investimentos CCTVM SA;Banco Bradesco SA;Sim;45000000;2019-01-15;2033-01-15;2028-08-15;Pagamento semestral. nos dias 15-jul e 15-jan. Primeiro em 15-jul-2021 e última no vencimento;Pagamento semestral. nos dias 15-jul e 15-jan. Primeiro em 15-jul-2023 e última no vencimento;Quirografária;IPCA Spread;IPCA + 4,85%
Equatorial Transmissora 3 Spe S/A;26845460000104;1;1;EQSP11;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;XP Investimentos CCTVM SA;Banco Bradesco SA;Sim;45000000;2019-01-15;2033-01-15;2028-08-15;Pagamento Semestral. nos dias 15-jan e 15-jul. Primeiro em 15-jan-2021;Pagamento Semestral. nos dias 15-jan e 15-jul. Primeiro em 15-jul-2023;Quirografária;IPCA Spread;IPCA + 4,80%
Equatorial Transmissora 3 Spe S/A;26845460000104;1;2;EQSP21;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;XP Investimentos CCTVM SA;Banco Bradesco SA;Sim;45000000;2019-01-15;2034-01-15;2028-08-15;Pagamento semestral. nos dias 15-jul e 15-jan. Primeiro em 15-jul-2021 e última no vencimento;Pagamento semestral. nos dias 15-jul e 15-jan. Primeiro em 15-jul-2023 e última no vencimento;Quirografária;IPCA Spread;IPCA + 4,65%
Equatorial Transmissora 5 Spe SA;26845283000166;1;uni;EQTC11;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Sim;66000000;2019-04-15;2039-04-15;2035-05-15;Pagamento Semestral. Nos dias 15-abr e 15-out. Primeiro em 15-abr-2021;Pagamento Semestral. Nos dias 15-abr e 15-out. Primeiro em 15-abr-2023;Quirografária;IPCA Spread;IPCA + 4,85%
Equatorial Transmissora 7 Spe S/A;26845702000160;2;uni;ETSP12;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Sim;130000000;2019-04-15;2039-04-15;2035-05-15;Pagamento Semestral. nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2021;Pagamento Semestral. nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2023;Quirografária;IPCA Spread;IPCA + 4,85%
Equatorial Transmissora 8 Spe S/A;27967244000102;1;1;EQTR11;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Sim;102000000;2019-04-15;2039-04-15;2035-05-15;Pagamento Semestral. nos dias 15-out e 15-abr. Primeiro em 15-abr-2021;Pagamento Semestral. nos dias 15-abr e 15-out. Primeiro em 15-abr-2023;Quirografária;IPCA Spread;IPCA + 4,85%
Equatorial Transmissora 8 Spe S/A;27967244000102;1;2;EQTR21;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Sim;87000000;2019-04-15;2039-04-15;2035-05-15;Pagamento Semestral. nos dias 15-out e 15-abr. Primeiro em 15-abr-2021;Pagamento Semestral. nos dias 15-abr e 15-out. Primeiro em 15-abr-2023;Quirografária;IPCA Spread;IPCA + 4,85%
Escelsa;28152650000171;3;uni;ESCE13;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Citibank SA;Banco Citibank SA;Não;176800000;2014-08-27;2020-08-27;-;Pagamento semestral, nos dias 27-Fev e 27-Ago. Primeiro em 27-Fev-2015 e último no vencimento.;5 parcelas semestrais. Primeira em 27-Ago-2018 e última na data do vencimento.;Quirografária;DI Spread;DI + 1,80%
Escelsa;28152650000171;5;uni;ESCE15;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Citibank SA;Não;190000000;2017-04-07;2022-04-07;-;Pagamento Semestral. nos dias 07-Out e 07-Abr. Primeiro em 07-Out-2017 e última no vencimento;Pagamento Semestral. Primeiro em 07-Abr-2020;Quirografária;DI Percentual;108,75% do DI
Escelsa;28152650000171;8;uni;ESCE18;Geração, transmissão e distribuição de energia elétrica;Simplific Pavarini DTVM Ltda;Banco J Safra SA;Banco Citibank SA;Não;300000000;2019-03-30;2024-03-30;-;Pagamento Semestral. nos dias 30-mar e 30-set. Primeiro em 30-set-2019;Integral na data do vencimento;Quirografária;DI Percentual;106,9% do DI
Esperanza Transmissora de Energia S/A;20514555000169;1;uni;SPRZ11;Geração, transmissão e distribuição de energia elétrica;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Itau Unibanco SA;Sim;87000000;2017-11-15;2030-09-15;2024-08-15;Pagamento semestral. nos dias 15-set e 15-mar. Primeiro em 15-set-2018 e última no vencimento;Pagamento semestral. nos dias 15-set e 15-mar. Primeiro em 15-set-2019 e última no vencimento;Garantia Real;IPCA Spread;IPCA + 6,7968%
Etap Emp Transmissora Agreste Potiguar S/A;25224629000146;2;2;ETAP22;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Unibanco SA;Sim;114700000;2018-09-15;2025-09-15;2024-08-15;Pagamento semestral. nos dias 15-mar e 15-set. primeiro em 15-mar-2019;2 Parcelas iguais 50% em 15-set-2024 e 15-set-2025;Quirografária;IPCA Spread;IPCA + 6,1675%
Etb - Empresa de Transmissão Baiana S/A;24870961000115;2;1;ETBA12;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Santander Brasil SA;Itau Unibanco SA;Sim;715000000;2018-12-15;2029-02-15;2028-08-15;Pagamento semestral. nos dias 15-fev e 15-ago. Primeiro em 15-ago-2019 e última no vencimento;Pagamento semestral. nos dias 15-fev e 15-ago. Primeiro em 15-fev-2024 e última no vencimento;Quirografária;IPCA Spread;IPCA  + 5,3382%
